length_l,centroid_ccdf,centroid_ci_low,centroid_ci_high,player_ccdf,player_ci_low,player_ci_high,null_ccdf,n_centroid_at_risk,n_player_at_risk,reliable_support_flag,n_bootstrap,bootstrap_unit
0.4135994556960055,0.7708784196215527,0.7571867124933735,0.7838797595168691,0.7528358729451424,0.7359245470467192,0.7684161384351568,0.9381539787548736,13892,233148,True,200,match_id+match_phase+team+source_key
0.4393173892762983,0.7589478941235226,0.7457994169471508,0.7722692870981723,0.7412469768448108,0.7243958948005645,0.7570929687336299,0.9344371764070108,13677,229559,True,200,match_id+match_phase+team+source_key
0.46663448382871464,0.7468508961766828,0.7335035663521924,0.7601333568518106,0.7295095465509391,0.7128404296201125,0.7456922216345613,0.9305053863306141,13459,225924,True,200,match_id+match_phase+team+source_key
0.4956501764175408,0.7349758614949226,0.7220322850631313,0.7474219013419438,0.718072413648355,0.7015599245645322,0.7344989599201788,0.9263472315737165,13245,222382,True,200,match_id+match_phase+team+source_key
0.5264700871805184,0.7242106431385605,0.7108713540634148,0.7368469727143355,0.7066578837752225,0.6899457682012026,0.7232467089342662,0.9219508682726792,13051,218847,True,200,match_id+match_phase+team+source_key
0.559206403797123,0.7104489207036235,0.6979460352315281,0.7230300332435416,0.6957858266089321,0.6790860754868018,0.712247372589795,0.9173039846296855,12803,215480,True,200,match_id+match_phase+team+source_key
0.5939782898633835,0.6980744686754342,0.6848411273226088,0.7116102079866334,0.6842518235801262,0.6674037333934199,0.7008303045640654,0.9123938028851765,12580,211908,True,200,match_id+match_phase+team+source_key
0.6309123186597618,0.6853670717496254,0.6726844234156797,0.6979350158442734,0.6729470798500451,0.6564467315792204,0.6894303751290399,0.9072070847653269,12351,208407,True,200,match_id+match_phase+team+source_key
0.670142933891051,0.6705510238055602,0.6575666796405233,0.6828508940697149,0.6610094512953151,0.6442861885655508,0.6777351133793912,0.901730140934628,12084,204710,True,200,match_id+match_phase+team+source_key
0.7118129390754391,0.6569557738194329,0.6433360829001791,0.6701340312358534,0.6488457924460675,0.631591341137558,0.6656314283374832,0.8959488450363168,11839,200943,True,200,match_id+match_phase+team+source_key
0.7560740173641655,0.641917762610288,0.6277912608665919,0.6547935234767911,0.6363140271171773,0.6186737660718398,0.6531254711381927,0.8898486529584156,11568,197062,True,200,match_id+match_phase+team+source_key
0.803087283683957,0.6267687697686033,0.6131331999071709,0.6397120959510443,0.6236369565989545,0.6061215038236328,0.6407100786230345,0.8834146280200191,11295,193136,True,200,match_id+match_phase+team+source_key
0.8530238712121143,0.613118028966206,0.5996716348375,0.6254879631003123,0.6103011692224235,0.5929363453873041,0.6275255543402612,0.8766314728304995,11049,189006,True,200,match_id+match_phase+team+source_key
0.9060655543190723,0.5985794351034903,0.5854299909670118,0.610703242036202,0.5966424814251533,0.57955456974342,0.6137970480468178,0.8694835686326093,10787,184776,True,200,match_id+match_phase+team+source_key
0.9624054102460021,0.5857610565451418,0.5727355404117855,0.5976953477034016,0.5824736109631151,0.5652882562788262,0.5993620908540431,0.8619550229978789,10556,180388,True,200,match_id+match_phase+team+source_key
1.0222485219260455,0.5726097330891737,0.5592591261758517,0.584907198578321,0.5677364357605758,0.5504125078934338,0.5844899186969141,0.8540297267977758,10319,175824,True,200,match_id+match_phase+team+source_key
1.0858127245075164,0.5576272126962988,0.5446531143849159,0.5697518545396476,0.552789375284556,0.535737981835092,0.5691041943787973,0.8456914214250354,10049,171195,True,200,match_id+match_phase+team+source_key
1.1533293982964825,0.5434770545474724,0.5314996753783464,0.5550452140047482,0.537939184934758,0.5214461063573074,0.5537528412024334,0.8369237772841635,9794,166596,True,200,match_id+match_phase+team+source_key
1.2250443110051432,0.5307141668053937,0.5188094793477829,0.5421912763665429,0.5231503456649004,0.506644285305716,0.5386671569963016,0.8277104846057229,9564,162016,True,200,match_id+match_phase+team+source_key
1.3012185123718467,0.5182287331446646,0.5058832188077914,0.5293939337411092,0.5082517202519915,0.4922591631407672,0.5234620031914244,0.8180353576624922,9339,157402,True,200,match_id+match_phase+team+source_key
1.3821292844092816,0.5055768270351257,0.49354911669029017,0.5167069738413779,0.49413774286147893,0.47824644726540955,0.5089958893627242,0.8078824534732041,9111,153031,True,200,match_id+match_phase+team+source_key
1.468071150739836,0.49264746684423727,0.48119214459355164,0.5038950863834425,0.4807567494260445,0.46535561625828514,0.4952036403786479,0.7972362060670379,8878,148887,True,200,match_id+match_phase+team+source_key
1.5593569486921968,0.4813828311414461,0.4695714956144536,0.49240056473252225,0.4676082442935423,0.45256739337495216,0.48178537099195107,0.7860815773443659,8675,144815,True,200,match_id+match_phase+team+source_key
1.656318968061753,0.4716164474779424,0.45986790773662733,0.4824386498073578,0.45457275430829885,0.43980554350745954,0.46854438251125186,0.7744042255007901,8499,140778,True,200,match_id+match_phase+team+source_key
1.7593101606800066,0.4610177015703901,0.4492275112864316,0.4715831013825114,0.44152434830622583,0.4268763656087082,0.45519131025407716,0.7621906918759381,8308,136737,True,200,match_id+match_phase+team+source_key
1.868705425195923,0.45136229953942625,0.44031014401256835,0.46157647913051325,0.42854375139250805,0.41419810107551813,0.44196654861933327,0.7494286069387527,8134,132717,True,200,match_id+match_phase+team+source_key
1.9849029717459965,0.44242827811997115,0.4309177989211491,0.4528719646407461,0.4155470094577533,0.401647747702648,0.4283977662684985,0.7361069159194847,7973,128692,True,200,match_id+match_phase+team+source_key
2.1083257714805548,0.4338826924144054,0.42244629261688316,0.44388263916168774,0.40209820693396364,0.38850839024102135,0.41452513880946545,0.7222161243370872,7819,124527,True,200,match_id+match_phase+team+source_key
2.2394230962227066,0.4255035791576494,0.41449450130649007,0.4356043282208739,0.38920479313384543,0.37598860176445414,0.4012935429808248,0.7077485633406259,7668,120534,True,200,match_id+match_phase+team+source_key
2.3786721538645073,0.41673603018700406,0.4060082179349562,0.4268633767616324,0.3761563871317724,0.3637116707607971,0.3877443732150227,0.6926986743759354,7510,116493,True,200,match_id+match_phase+team+source_key
2.5265798254532816,0.4087453526441374,0.39775300885892667,0.41919485790737104,0.3637150339206892,0.3514279975012552,0.37484708190530364,0.6770633121954982,7366,112640,True,200,match_id+match_phase+team+source_key
2.6836845102913447,0.4006436934687309,0.38916114058010465,0.4112079219669456,0.3516966802607744,0.3402598892951566,0.36280561998679095,0.6608420646423758,7220,108918,True,200,match_id+match_phase+team+source_key
2.8505580857654467,0.39254203429332446,0.3820787260904364,0.40326846758978685,0.33981394477757004,0.3287035578797514,0.3504599985364248,0.6440375869511454,7074,105238,True,200,match_id+match_phase+team+source_key
3.027807989039901,0.38416292103656846,0.3735631262418428,0.39451810616899635,0.32859315515688114,0.317970638688734,0.33907503131697814,0.6266559475151077,6923,101763,True,200,match_id+match_phase+team+source_key
3.216079428191024,0.3761722434937018,0.3657963217399283,0.38633442880576846,0.31782442612522727,0.3073047242373723,0.3280978118343673,0.6087069811671526,6779,98428,True,200,match_id+match_phase+team+source_key
3.416057730831627,0.36834803839964486,0.3577012823811109,0.37822511735700565,0.3075658797583413,0.2975234400663228,0.31750638534927134,0.5902046450129106,6638,95251,True,200,match_id+match_phase+team+source_key
3.6284708387747564,0.3598024526940791,0.3495581094751744,0.36948755550107726,0.2979595922413487,0.28856777897783065,0.3077877900902883,0.5711673707453152,6484,92276,True,200,match_id+match_phase+team+source_key
3.854091957817588,0.35170079351867267,0.34223492972202135,0.36039643367311097,0.288369449745393,0.2794686379488939,0.29791093394370616,0.5516184061718429,6338,89306,True,200,match_id+match_phase+team+source_key
4.093742372290928,0.3427667720992176,0.33347745903590803,0.3516950747038875,0.2791280397038357,0.27043838792491665,0.2881360413144072,0.5315861374195688,6177,86444,True,200,match_id+match_phase+team+source_key
4.348294434619541,0.3358859108817491,0.32732275185122184,0.3445359999810853,0.27007068290209985,0.2616983452685421,0.2788440856740069,0.5111043819781284,6053,83639,True,200,match_id+match_phase+team+source_key
4.61867474077569,0.3277842517063426,0.319239649899344,0.3368918159904023,0.2608615629026165,0.2528380809010671,0.2693297542531297,0.4902126414369154,5907,80787,True,200,match_id+match_phase+team+source_key
4.905867503184818,0.31996004661228566,0.31117633889518526,0.3292661122024367,0.25193982427759104,0.24399287514012247,0.2599764963737044,0.4689563015230313,5766,78024,True,200,match_id+match_phase+team+source_key
5.210918133361078,0.31224682315076857,0.30334398359344406,0.32207232257244706,0.24308589474092085,0.2352727127254551,0.2506538360442423,0.4473867659168128,5627,75282,True,200,match_id+match_phase+team+source_key
5.534937047313968,0.3034792741801232,0.29426320209910617,0.312797894169664,0.23458715566706384,0.22672024978334862,0.24194331050063955,0.42556150939294396,5469,72650,True,200,match_id+match_phase+team+source_key
5.8791037075780235,0.29565506908606626,0.2869436984528032,0.3046928252592414,0.22586884430710413,0.2183624716902482,0.23286021490666428,0.40354403520253507,5328,69950,True,200,match_id+match_phase+team+source_key
6.24467091657908,0.28638810276899174,0.2782730713317352,0.2957049090031388,0.21749603639733542,0.210345444746536,0.2241729788366857,0.381403721384183,5161,67357,True,200,match_id+match_phase+team+source_key
6.632969376965379,0.27734309971699683,0.26883938532136664,0.286497263053545,0.20905219039500408,0.202407900459631,0.2157731520230033,0.3592155409907319,4998,64742,True,200,match_id+match_phase+team+source_key
7.045412535503517,0.26907496809278064,0.2608050082425297,0.27865833587871097,0.20082791667877542,0.19462537576191882,0.20751110088464658,0.33705964217178785,4849,62195,True,200,match_id+match_phase+team+source_key
7.48350172817165,0.2594750568780867,0.2508778623635207,0.26898279157257515,0.19276186416870902,0.18643368624217432,0.19919358895708636,0.31502077579062115,4676,59697,True,200,match_id+match_phase+team+source_key
